t,r,N_n,N_t,C_h,,t,r,N_n,N_t,C_h,pH,,error N_n,Error_ N_t,Error _C_H
0,0,50002269.89,99995.50561,9.93E-10,,0,0,50002269.89,99995.50561,9.93E-10,7.389297003,,6.87E-09,9.98E-10,3.09E-02
0,0.005,50003742.31,99992.59022,9.89E-10,,0,0.005,50003742.31,99992.59022,9.89E-10,7.38934271,,2.75E-09,3.48E-09,1.32E-03
0,0.01,50006169.73,99987.78394,9.82E-10,,0,0.01,50006169.73,99987.78394,9.82E-10,7.38941722,,2.40E-09,3.02E-09,1.40E-03
0,0.015,50010171.35,99979.86073,9.71E-10,,0,0.015,50010171.35,99979.86073,9.71E-10,7.389537818,,2.19E-09,8.28E-10,3.22E-02
0,0.02,50016767.51,99966.80034,9.53E-10,,0,0.02,50016767.51,99966.80034,9.53E-10,7.389730759,,6.95E-09,2.92E-09,4.47E-02
0,0.025,50027638.93,99945.27491,9.24E-10,,0,0.025,50027638.93,99945.27491,9.24E-10,7.390033784,,3.69E-09,4.95E-09,1.53E-02
0,0.03,50045552.56,99909.80593,8.81E-10,,0,0.03,50045552.56,99909.80593,8.81E-10,7.39049615,,5.59E-10,1.76E-09,2.30E-02
0,0.035,50075059.11,99851.38296,8.18E-10,,0,0.035,50075059.11,99851.38296,8.18E-10,7.39117144,,5.67E-09,3.42E-09,5.20E-02
0,0.04,50123631.16,99755.21031,7.31E-10,,0,0.04,50123631.16,99755.21031,7.31E-10,7.392097234,,4.33E-09,2.51E-09,8.01E-03
0,0.045,50203506.89,99597.05637,6.22E-10,,0,0.045,50203506.89,99597.05637,6.22E-10,7.39326214,,8.38E-09,3.89E-09,7.38E-02
0,0.05,50334642.55,99337.40776,5.00E-10,,0,0.05,50334642.55,99337.40776,5.00E-10,7.394579476,,7.52E-09,1.51E-09,0.00E+00
0,0.055,50549347.13,98912.29268,3.78E-10,,0,0.055,50549347.13,98912.29268,3.78E-10,7.395900821,,3.03E-09,4.34E-10,1.22E-01
0,0.06,50899310.5,98219.36521,2.69E-10,,0,0.06,50899310.5,98219.36521,2.69E-10,7.397075988,,3.72E-09,3.82E-09,2.18E-02
0,0.065,51465611.54,97098.08916,1.82E-10,,0,0.065,51465611.54,97098.08916,1.82E-10,7.398014469,,4.73E-09,4.52E-09,2.34E-01
0,0.07,52371293.66,95304.83856,1.19E-10,,0,0.07,52371293.66,95304.83856,1.19E-10,7.39870156,,2.14E-09,4.80E-09,1.71E-01
0,0.075,53792909,92490.04018,7.59E-11,,0,0.075,53792909,92490.04018,7.59E-11,7.399173252,,1.97E-09,2.27E-09,5.51E-02
0,0.08,55960146.1,88198.91072,4.74E-11,,0,0.08,55960146.1,88198.91072,4.74E-11,7.39948294,,1.98E-09,2.15E-10,5.46E-02
0,0.085,59121276.19,81939.87314,2.93E-11,,0,0.085,59121276.19,81939.87314,2.93E-11,7.399680351,,5.38E-10,3.87E-09,4.17E-02
0,0.09,63447071.07,73374.79928,1.80E-11,,0,0.09,63447071.07,73374.79928,1.80E-11,7.399803833,,2.36E-09,5.96E-09,7.66E-02
0,0.095,68877033.44,62623.47379,1.10E-11,,0,0.095,68877033.44,62623.47379,1.10E-11,7.39988016,,1.35E-10,1.62E-09,1.19E-01
0,0.1,75000000,50500,6.69E-12,,0,0.1,75000000,50500,6.69E-12,7.399926994,,0.00E+00,0.00E+00,4.26E-02
0,0.105,81122966.56,38376.52621,4.07E-12,,0,0.105,81122966.56,38376.52621,4.07E-12,7.399955601,,1.14E-10,2.65E-09,3.38E-03
0,0.11,86552928.93,27625.20072,2.47E-12,,0,0.11,86552928.93,27625.20072,2.47E-12,7.399973027,,1.73E-09,1.58E-08,1.06E-01
0,0.115,90878723.81,19060.12686,1.50E-12,,0,0.115,90878723.81,19060.12686,1.50E-12,7.399983624,,3.50E-10,1.66E-08,7.88E-02
0,0.12,94039853.9,12801.08928,9.11E-13,,0,0.12,94039853.9,12801.08928,9.11E-13,7.399990061,,1.18E-09,1.48E-09,5.62E-03
0,0.125,96207091,8509.959822,5.53E-13,,0,0.125,96207091,8509.959822,5.53E-13,7.39999397,,1.10E-09,1.21E-09,4.00E-02
0,0.13,97628706.34,5695.161445,3.35E-13,,0,0.13,97628706.34,5695.161445,3.35E-13,7.399996342,,1.15E-09,7.39E-09,1.05E-01
0,0.135,98534388.46,3901.910844,2.03E-13,,0,0.135,98534388.46,3901.910844,2.03E-13,7.399997781,,2.47E-09,9.85E-09,2.10E-01
0,0.14,99100689.5,2780.634786,1.23E-13,,0,0.14,99100689.5,2780.634786,1.23E-13,7.399998654,,1.91E-09,8.89E-09,3.21E-01
0,0.145,99450652.87,2087.70732,7.48E-14,,0,0.145,99450652.87,2087.70732,7.48E-14,7.399999184,,1.54E-09,2.05E-08,6.18E-02
0,0.15,99665357.45,1662.592242,4.54E-14,,0,0.15,99665357.45,1662.592242,4.54E-14,7.399999505,,3.80E-09,2.98E-08,4.69E-03
0,0.155,99796493.11,1402.943634,2.75E-14,,0,0.155,99796493.11,1402.943634,2.75E-14,7.3999997,,4.21E-09,9.00E-09,1.30E-01
0,0.16,99876368.84,1244.789693,1.67E-14,,0,0.16,99876368.84,1244.789693,1.67E-14,7.399999818,,2.17E-09,3.96E-08,8.51E-03
0,0.165,99924940.89,1148.617043,1.01E-14,,0,0.165,99924940.89,1148.617043,1.01E-14,7.399999889,,2.84E-09,3.63E-08,2.97E-01
0,0.17,99954447.44,1090.194068,6.14E-15,,0,0.17,99954447.44,1090.194068,6.14E-15,7.399999933,,2.80E-10,2.25E-08,6.80E-02
0,0.175,99972361.07,1054.725085,3.73E-15,,0,0.175,99972361.07,1054.725085,3.73E-15,7.399999959,,1.85E-09,5.26E-09,9.01E-02
0,0.18,99983232.49,1033.199663,2.26E-15,,0,0.18,99983232.49,1033.199663,2.26E-15,7.399999975,,3.48E-09,8.11E-09,1.43E-02
0,0.185,99989828.65,1020.139271,1.37E-15,,0,0.185,99989828.65,1020.139271,1.37E-15,7.399999985,,1.10E-09,1.69E-08,6.99E-02
0,0.19,99993830.27,1012.216063,8.32E-16,,0,0.19,99993830.27,1012.216063,8.32E-16,7.399999991,,1.20E-09,2.24E-09,5.67E-02
0,0.195,99996257.69,1007.409777,5.04E-16,,0,0.195,99996257.69,1007.409777,5.04E-16,7.399999994,,1.38E-09,4.73E-08,6.89E-02
0,0.2,99997730.11,1004.494389,3.06E-16,,0,0.2,99997730.11,1004.494389,3.06E-16,7.399999997,,3.44E-09,1.53E-10,3.20E-02
0,0.205,99998623.22,1002.726033,1.86E-16,,0,0.205,99998623.22,1002.726033,1.86E-16,7.399999998,,4.56E-09,4.19E-08,2.48E-01
0,0.21,99999164.93,1001.653441,1.13E-16,,0,0.21,99999164.93,1001.653441,1.13E-16,7.399999999,,1.09E-09,2.37E-08,4.11E-01
0,0.215,99999493.5,1001.002869,6.83E-17,,0,0.215,99999493.5,1001.002869,6.83E-17,7.399999999,,4.51E-10,1.07E-08,6.44E-02
0,0.22,99999692.79,1000.608273,4.14E-17,,0,0.22,99999692.79,1000.608273,4.14E-17,7.4,,1.27E-09,2.85E-08,1.51E-03
0,0.225,99999813.67,1000.368937,2.51E-17,,0,0.225,99999813.67,1000.368937,2.51E-17,7.4,,1.96E-09,2.89E-08,3.98E-02
0,0.23,99999886.98,1000.223772,1.52E-17,,0,0.23,99999886.98,1000.223772,1.52E-17,7.4,,3.79E-09,1.05E-08,1.97E-01
0,0.235,99999931.45,1000.135725,9.24E-18,,0,0.235,99999931.45,1000.135725,9.24E-18,7.4,,2.14E-09,2.36E-08,2.76E-02
0,0.24,99999958.42,1000.082321,5.60E-18,,0,0.24,99999958.42,1000.082321,5.60E-18,7.4,,3.60E-09,2.75E-08,4.99E-02
0,0.245,99999974.78,1000.04993,3.40E-18,,0,0.245,99999974.78,1000.04993,3.40E-18,7.4,,2.63E-09,3.93E-08,5.09E-02
0,0.25,99999984.7,1000.030284,2.06E-18,,0,0.25,99999984.7,1000.030284,2.06E-18,7.4,,4.89E-09,3.20E-08,5.60E-02
0,0.255,99999990.72,1000.018368,1.25E-18,,0,0.255,99999990.72,1000.018368,1.25E-18,7.4,,3.04E-09,3.71E-08,1.22E-02
0,0.26,99999994.37,1000.011141,7.58E-19,,0,0.26,99999994.37,1000.011141,7.58E-19,7.4,,3.24E-09,1.90E-09,3.38E-02
0,0.265,99999996.59,1000.006757,4.60E-19,,0,0.265,99999996.59,1000.006757,4.60E-19,7.4,,2.80E-09,3.47E-08,2.05E-02
0,0.27,99999997.93,1000.004099,2.79E-19,,0,0.27,99999997.93,1000.004099,2.79E-19,7.4,,3.12E-11,4.62E-08,1.91E-02
0,0.275,99999998.74,1000.002486,1.69E-19,,0,0.275,99999998.74,1000.002486,1.69E-19,7.4,,4.50E-09,1.11E-08,1.12E-01
0,0.28,99999999.24,1000.001508,1.03E-19,,0,0.28,99999999.24,1000.001508,1.03E-19,7.4,,1.50E-09,2.32E-08,3.70E-01
0,0.285,99999999.54,1000.000915,6.22E-20,,0,0.285,99999999.54,1000.000915,6.22E-20,7.4,,1.87E-09,4.92E-08,6.67E-02
0,0.29,99999999.72,1000.000555,3.78E-20,,0,0.29,99999999.72,1000.000555,3.78E-20,7.4,,1.40E-10,3.23E-08,1.29E-01
0,0.295,99999999.83,1000.000336,2.29E-20,,0,0.295,99999999.83,1000.000336,2.29E-20,7.4,,8.66E-11,4.29E-08,1.16E-02
0,0.3,99999999.9,1000.000204,1.39E-20,,0,0.3,99999999.9,1000.000204,1.39E-20,7.4,,3.06E-09,5.42E-09,8.67E-02
0,0.305,99999999.94,1000.000124,8.42E-21,,0,0.305,99999999.94,1000.000124,8.42E-21,7.4,,2.51E-09,2.35E-08,4.14E-02
0,0.31,99999999.96,1000.000075,5.11E-21,,0,0.31,99999999.96,1000.000075,5.11E-21,7.4,,2.09E-09,6.74E-09,1.80E-02
0,0.315,99999999.98,1000.000046,3.10E-21,,0,0.315,99999999.98,1000.000046,3.10E-21,7.4,,3.00E-09,4.69E-08,3.87E-02
0,0.32,99999999.99,1000.000028,1.88E-21,,0,0.32,99999999.99,1000.000028,1.88E-21,7.4,,3.95E-09,3.84E-08,2.38E-02
0,0.325,99999999.99,1000.000017,1.14E-21,,0,0.325,99999999.99,1000.000017,1.14E-21,7.4,,1.54E-09,2.50E-08,2.02E-03
0,0.33,99999999.99,1000.00001,6.91E-22,,0,0.33,99999999.99,1000.00001,6.91E-22,7.4,,4.87E-09,1.59E-08,6.47E-02
0,0.335,100000000,1000.000006,4.19E-22,,0,0.335,100000000,1000.000006,4.19E-22,7.4,,3.11E-09,1.62E-08,9.23E-02
0,0.34,100000000,1000.000004,2.54E-22,,0,0.34,100000000,1000.000004,2.54E-22,7.4,,1.89E-09,2.63E-08,1.39E-01
0,0.345,100000000,1000.000002,1.54E-22,,0,0.345,100000000,1000.000002,1.54E-22,7.4,,1.14E-09,2.67E-08,1.72E-01
0,0.35,100000000,1000.000001,9.36E-23,,0,0.35,100000000,1000.000001,9.36E-23,7.4,,6.94E-10,3.75E-08,8.76E-03
0,0.355,100000000,1000.000001,5.68E-23,,0,0.355,100000000,1000.000001,5.68E-23,7.4,,4.21E-10,1.66E-08,2.13E-02
0,0.36,100000000,1000.000001,3.44E-23,,0,0.36,100000000,1000.000001,3.44E-23,7.4,,2.55E-10,4.94E-08,4.92E-02
0,0.365,100000000,1000,2.09E-23,,0,0.365,100000000,1000,2.09E-23,7.4,,1.55E-10,3.07E-08,1.33E-01
0,0.37,100000000,1000,1.27E-23,,0,0.37,100000000,1000,1.27E-23,7.4,,9.40E-11,1.86E-08,3.42E-01
0,0.375,100000000,1000,7.66E-24,,0,0.375,100000000,1000,7.66E-24,7.4,,5.70E-11,1.13E-08,7.03E-03
0,0.38,100000000,1000,4.66E-24,,0,0.38,100000000,1000,4.66E-24,7.4,,3.46E-11,6.85E-09,6.30E-02
0,0.385,100000000,1000,2.83E-24,,0,0.385,100000000,1000,2.83E-24,7.4,,2.10E-11,4.15E-09,3.78E-02
0,0.39,100000000,1000,1.72E-24,,0,0.39,100000000,1000,1.72E-24,7.4,,1.28E-11,2.52E-09,4.92E-02
0,0.395,100000000,1000,1.05E-24,,0,0.395,100000000,1000,1.05E-24,7.4,,7.79E-12,1.53E-09,4.49E-01
0,0.4,100000000,1000,6.11E-25,,0,0.4,100000000,1000,6.11E-25,7.4,,4.69E-12,9.26E-10,6.18E-02
0,0.405,100000000,1000,3.89E-25,,0,0.405,100000000,1000,3.89E-25,7.4,,2.91E-12,5.62E-10,1.08E-01
0,0.41,100000000,1000,2.22E-25,,0,0.41,100000000,1000,2.22E-25,7.4,,1.80E-12,3.40E-10,2.01E-02
0,0.415,100000000,1000,1.11E-25,,0,0.415,100000000,1000,1.11E-25,7.4,,1.10E-12,2.06E-10,2.01E-02
0,0.42,100000000,1000,5.55E-26,,0,0.42,100000000,1000,5.55E-26,7.4,,7.00E-13,1.25E-10,2.01E-02
0,0.425,100000000,1000,5.55E-26,,0,0.425,100000000,1000,5.55E-26,7.4,,4.02E-13,7.50E-11,2.01E-02
0,0.43,100000000,1000,0,,0,0.43,100000000,1000,0,7.4,,2.98E-13,4.60E-11,0.00E+00
0,0.435,100000000,1000,0,,0,0.435,100000000,1000,0,7.4,,1.94E-13,2.80E-11,0.00E+00
0,0.44,100000000,1000,0,,0,0.44,100000000,1000,0,7.4,,1.04E-13,1.70E-11,0.00E+00
0,0.445,100000000,1000,0,,0,0.445,100000000,1000,0,7.4,,1.04E-13,1.00E-11,0.00E+00
0,0.45,100000000,1000,0,,0,0.45,100000000,1000,0,7.4,,1.04E-13,6.00E-12,0.00E+00
0,0.455,100000000,1000,0,,0,0.455,100000000,1000,0,7.4,,1.04E-13,3.00E-12,0.00E+00
0,0.46,100000000,1000,0,,0,0.46,100000000,1000,0,7.4,,0.00E+00,2.00E-12,0.00E+00
0,0.465,100000000,1000,0,,0,0.465,100000000,1000,0,7.4,,1.04E-13,1.00E-12,0.00E+00
0,0.47,100000000,1000,0,,0,0.47,100000000,1000,0,7.4,,0.00E+00,0.00E+00,0.00E+00
0,0.475,100000000,1000,0,,0,0.475,100000000,1000,0,7.4,,0.00E+00,0.00E+00,0.00E+00
0,0.48,100000000,1000,0,,0,0.48,100000000,1000,0,7.4,,0.00E+00,0.00E+00,0.00E+00
0,0.485,100000000,1000,0,,0,0.485,100000000,1000,0,7.4,,0.00E+00,0.00E+00,0.00E+00
0,0.49,100000000,1000,0,,0,0.49,100000000,1000,0,7.4,,0.00E+00,0.00E+00,0.00E+00
0,0.495,100000000,1000,0,,0,0.495,100000000,1000,0,7.4,,0.00E+00,0.00E+00,0.00E+00
0,0.5,100000000,1000,0,,0,0.5,100000000,1000,0,7.4,,0.00E+00,0.00E+00,0.00E+00
11.57407,0,49890067.85,270925.0139,5.17E-09,,1002240,0,49891345.92,271487.4203,5.07E-09,7.347967243,,2.56E-03,2.08E-01,1.99E+00
11.57407,0.005,49890697.62,270917.1633,5.16E-09,,1002240,0.005,49892031.97,271479.6452,5.06E-09,7.348032695,,2.67E-03,2.08E-01,1.93E+00
11.57407,0.01,49891889.02,270904.2218,5.15E-09,,1002240,0.01,49893243.65,271466.6381,5.05E-09,7.348176743,,2.72E-03,2.08E-01,2.03E+00
11.57407,0.015,49893836.36,270882.7953,5.13E-09,,1002240,0.015,49895216.95,271445.1682,5.02E-09,7.348403535,,2.77E-03,2.08E-01,2.10E+00
11.57407,0.02,49896947.53,270847.4855,5.09E-09,,1002240,0.02,49898331.18,271409.7994,4.99E-09,7.348715681,,2.77E-03,2.08E-01,1.97E+00
11.57407,0.025,49901806.34,270789.3478,5.05E-09,,1002240,0.025,49903204.02,271351.5489,4.95E-09,7.349114409,,2.80E-03,2.08E-01,2.00E+00
11.57407,0.03,49909460.36,270693.6882,5.00E-09,,1002240,0.03,49910848.83,271255.7945,4.90E-09,7.349600511,,2.78E-03,2.08E-01,2.03E+00
11.57407,0.035,49921542.61,270536.4402,4.95E-09,,1002240,0.035,49922928.41,271098.3146,4.84E-09,7.350174628,,2.78E-03,2.08E-01,2.23E+00
11.57407,0.04,49940814.43,270278.2801,4.88E-09,,1002240,0.04,49942165.53,270840.8516,4.77E-09,7.350837332,,2.71E-03,2.08E-01,2.22E+00
11.57407,0.045,49971692.69,269855.2908,4.80E-09,,1002240,0.045,49973000.11,270418.2926,4.69E-09,7.351589143,,2.62E-03,2.09E-01,2.20E+00
11.57407,0.05,50021415.24,269164.3678,4.72E-09,,1002240,0.05,50022621.34,269739.26,4.61E-09,7.352430493,,2.41E-03,2.14E-01,2.37E+00
11.57407,0.055,50101480.51,268042.7197,4.62E-09,,1002240,0.055,50102534.3,268622.4698,4.51E-09,7.353361653,,2.10E-03,2.16E-01,2.31E+00
11.57407,0.06,50230017.51,266238.9814,4.52E-09,,1002240,0.06,50230794.53,266930.876,4.41E-09,7.354382601,,1.55E-03,2.60E-01,2.45E+00
11.57407,0.065,50434481.22,263378.3817,4.41E-09,,1002240,0.065,50434825.99,264026.2189,4.30E-09,7.355492824,,6.84E-04,2.46E-01,2.58E+00
11.57407,0.07,50754403.6,258930.7465,4.29E-09,,1002240,0.07,50754035.61,260500.1046,4.17E-09,7.356691013,,7.25E-04,6.06E-01,2.69E+00
11.57407,0.075,51241275.94,252195.1831,4.16E-09,,1002240,0.075,51239822.39,252752.6095,4.04E-09,7.357974771,,2.84E-03,2.21E-01,2.77E+00
11.57407,0.08,51951111.92,242312.7503,4.02E-09,,1002240,0.08,51640118.67,247463.5689,3.91E-09,7.359339533,,5.99E-01,2.13E+00,2.80E+00
11.57407,0.085,52922979.88,228298.9933,3.88E-09,,1002240,0.085,51643297.57,222185.4385,3.76E-09,7.360778605,,2.42E+00,2.68E+00,3.02E+00
11.57407,0.09,54144591.08,209096.9608,3.73E-09,,1002240,0.09,51646591.6,208091.2596,3.61E-09,7.362274528,,4.61E+00,4.81E-01,3.14E+00
11.57407,0.095,55524725.79,183812.4733,3.57E-09,,1002240,0.095,51649960.58,171515.4921,3.46E-09,7.363811612,,6.98E+00,6.69E+00,3.10E+00
11.57407,0.1,56907824.83,152567.8731,3.42E-09,,1002240,0.1,51653347.33,140886.4211,3.31E-09,7.365362328,,9.23E+00,7.66E+00,3.36E+00
11.57407,0.105,58136958.36,117879.8987,3.26E-09,,1002240,0.105,51656692.26,102722.1825,3.15E-09,7.366899838,,1.11E+01,1.29E+01,3.29E+00
11.57407,0.11,59118179.9,84614.16991,3.11E-09,,1002240,0.11,51659937.17,73604.39552,3.01E-09,7.368395914,,1.26E+01,1.30E+01,3.37E+00
11.57407,0.115,59836787.88,57264.76928,2.96E-09,,1002240,0.115,51663037.41,49125.9195,2.86E-09,7.369829485,,1.37E+01,1.42E+01,3.24E+00
11.57407,0.12,60330767.56,37467.04831,2.82E-09,,1002240,0.12,51665964.11,32892.05732,2.73E-09,7.371186334,,1.44E+01,1.22E+01,3.16E+00
11.57407,0.125,60655903.31,24305.1235,2.70E-09,,1002240,0.125,51668703.95,21522.42662,2.61E-09,7.372459809,,1.48E+01,1.14E+01,3.47E+00
11.57407,0.13,60864035.97,15961.80237,2.58E-09,,1002240,0.13,51671255.08,14464.72315,2.49E-09,7.37364846,,1.51E+01,9.38E+00,3.47E+00
11.57407,0.135,60995062.64,10795.69134,2.46E-09,,1002240,0.135,51673623.26,9901.203253,2.38E-09,7.374754478,,1.53E+01,8.29E+00,3.14E+00
11.57407,0.14,61076865.55,7631.376988,2.36E-09,,1002240,0.14,51675818.5,7130.554956,2.28E-09,7.375782031,,1.54E+01,6.56E+00,3.26E+00
11.57407,0.145,61127807.52,5702.784355,2.27E-09,,1002240,0.145,51677852.8,5400.755476,2.19E-09,7.376736296,,1.55E+01,5.30E+00,3.49E+00
11.57407,0.15,61159638.93,4530.084884,2.18E-09,,1002240,0.15,51679738.74,4355.709112,2.11E-09,7.377622759,,1.55E+01,3.85E+00,3.44E+00
11.57407,0.155,61179681.4,3817.835447,2.09E-09,,1002240,0.155,51681488.64,3713.495399,2.03E-09,7.378446844,,1.55E+01,2.73E+00,3.08E+00
11.57407,0.16,61192493.16,3385.503436,2.02E-09,,1002240,0.16,51683114.12,3325.408835,1.95E-09,7.379213705,,1.55E+01,1.78E+00,3.38E+00
11.57407,0.165,61200843.85,3123.165397,1.95E-09,,1002240,0.165,51684625.9,3088.652173,1.88E-09,7.379928126,,1.55E+01,1.11E+00,3.43E+00
11.57407,0.17,61206458.29,2964.008464,1.88E-09,,1002240,0.17,51686033.79,2945.412086,1.82E-09,7.38059449,,1.56E+01,6.27E-01,3.23E+00
11.57407,0.175,61210360.32,2867.460335,1.82E-09,,1002240,0.175,51687346.62,2858.321847,1.76E-09,7.381216782,,1.56E+01,3.19E-01,3.32E+00
11.57407,0.18,61213205.11,2808.895732,1.76E-09,,1002240,0.18,51688572.39,2805.580702,1.70E-09,7.381798608,,1.56E+01,1.18E-01,3.19E+00
11.57407,0.185,61215363.57,2773.372659,1.71E-09,,1002240,0.185,51689718.29,2773.563468,1.65E-09,7.382343226,,1.56E+01,6.88E-03,3.40E+00
11.57407,0.19,61217092.8,2751.82618,1.66E-09,,1002240,0.19,51690790.78,2754.162479,1.60E-09,7.382853578,,1.56E+01,8.49E-02,3.42E+00
11.57407,0.195,61218521.41,2738.757359,1.61E-09,,1002240,0.195,51691795.7,2742.392892,1.56E-09,7.383332321,,1.56E+01,1.33E-01,3.26E+00
11.57407,0.2,61219758.83,2730.830646,1.56E-09,,1002240,0.2,51692738.31,2735.258673,1.51E-09,7.383781858,,1.56E+01,1.62E-01,2.90E+00
11.57407,0.205,61220843.72,2726.022831,1.52E-09,,1002240,0.205,51693623.35,2730.931949,1.47E-09,7.384204367,,1.56E+01,1.80E-01,2.99E+00
11.57407,0.21,61221830.52,2723.106738,1.48E-09,,1002240,0.21,51694455.11,2728.308806,1.44E-09,7.384601821,,1.56E+01,1.91E-01,2.92E+00
11.57407,0.215,61222724.32,2721.338039,1.45E-09,,1002240,0.215,51695237.5,2726.718109,1.40E-09,7.384976015,,1.56E+01,1.98E-01,3.36E+00
11.57407,0.22,61223558.81,2720.265269,1.41E-09,,1002240,0.22,51695974.04,2725.753631,1.37E-09,7.385328581,,1.56E+01,2.02E-01,2.99E+00
11.57407,0.225,61224326.4,2719.614602,1.38E-09,,1002240,0.225,51696667.96,2725.168782,1.34E-09,7.38566101,,1.56E+01,2.04E-01,3.16E+00
11.57407,0.23,61225052.72,2719.219953,1.35E-09,,1002240,0.23,51697322.19,2724.814154,1.31E-09,7.385974661,,1.56E+01,2.06E-01,3.21E+00
11.57407,0.235,61225725.23,2718.980587,1.32E-09,,1002240,0.235,51697939.41,2724.599111,1.28E-09,7.38627078,,1.56E+01,2.07E-01,3.13E+00
11.57407,0.24,61226366.29,2718.835404,1.29E-09,,1002240,0.24,51698522.07,2724.468714,1.25E-09,7.386550507,,1.56E+01,2.07E-01,2.93E+00
11.57407,0.245,61226961.31,2718.747347,1.27E-09,,1002240,0.245,51699072.42,2724.389642,1.23E-09,7.386814892,,1.56E+01,2.08E-01,3.37E+00
11.57407,0.25,61227531.13,2718.693937,1.24E-09,,1002240,0.25,51699592.53,2724.341693,1.20E-09,7.387064897,,1.56E+01,2.08E-01,2.94E+00
11.57407,0.255,61228060.3,2718.661543,1.22E-09,,1002240,0.255,51700084.29,2724.312616,1.18E-09,7.387301411,,1.56E+01,2.08E-01,3.18E+00
11.57407,0.26,61228568.84,2718.641894,1.20E-09,,1002240,0.26,51700549.44,2724.294984,1.16E-09,7.387525251,,1.56E+01,2.08E-01,3.32E+00
11.57407,0.265,61229040.84,2718.629977,1.17E-09,,1002240,0.265,51700989.61,2724.284291,1.14E-09,7.387737174,,1.56E+01,2.08E-01,2.55E+00
11.57407,0.27,61229495.81,2718.622749,1.16E-09,,1002240,0.27,51701406.27,2724.277807,1.12E-09,7.387937878,,1.56E+01,2.08E-01,3.34E+00
11.57407,0.275,61229917.61,2718.618365,1.14E-09,,1002240,0.275,51701800.8,2724.273875,1.10E-09,7.388128011,,1.56E+01,2.08E-01,3.22E+00
11.57407,0.28,61230325.33,2718.615706,1.12E-09,,1002240,0.28,51702174.47,2724.271491,1.09E-09,7.388308173,,1.56E+01,2.08E-01,3.01E+00
11.57407,0.285,61230702.73,2718.614093,1.10E-09,,1002240,0.285,51702528.48,2724.270045,1.07E-09,7.38847892,,1.56E+01,2.08E-01,2.71E+00
11.57407,0.29,61231068.53,2718.613115,1.09E-09,,1002240,0.29,51702863.9,2724.269168,1.06E-09,7.38864077,,1.56E+01,2.08E-01,3.21E+00
11.57407,0.295,61231406.43,2718.612521,1.07E-09,,1002240,0.295,51703181.76,2724.268636,1.04E-09,7.388794205,,1.56E+01,2.08E-01,2.75E+00
11.57407,0.3,61231734.87,2718.612162,1.06E-09,,1002240,0.3,51703483.01,2724.268313,1.03E-09,7.388939672,,1.56E+01,2.08E-01,3.12E+00
11.57407,0.305,61232037.52,2718.611943,1.04E-09,,1002240,0.305,51703768.53,2724.268118,1.01E-09,7.389077588,,1.56E+01,2.08E-01,2.51E+00
11.57407,0.31,61232332.51,2718.611811,1.03E-09,,1002240,0.31,51704039.14,2724.267999,1.00E-09,7.389208344,,1.56E+01,2.08E-01,2.75E+00
11.57407,0.315,61232603.56,2718.611731,1.02E-09,,1002240,0.315,51704295.6,2724.267927,9.90E-10,7.389332303,,1.56E+01,2.08E-01,2.94E+00
11.57407,0.32,61232868.51,2718.611682,1.01E-09,,1002240,0.32,51704538.63,2724.267884,9.79E-10,7.389449804,,1.56E+01,2.08E-01,3.07E+00
11.57407,0.325,61233111.13,2718.611652,9.97E-10,,1002240,0.325,51704768.9,2724.267857,9.68E-10,7.389561166,,1.56E+01,2.08E-01,2.86E+00
11.57407,0.33,61233349.02,2718.611634,9.86E-10,,1002240,0.33,51704987.03,2724.267841,9.59E-10,7.389666686,,1.56E+01,2.08E-01,2.78E+00
11.57407,0.335,61233565.99,2718.611624,9.77E-10,,1002240,0.335,51705193.61,2724.267831,9.49E-10,7.389766642,,1.56E+01,2.08E-01,2.84E+00
11.57407,0.34,61233779.39,2718.611617,9.67E-10,,1002240,0.34,51705389.18,2724.267826,9.40E-10,7.389861296,,1.56E+01,2.08E-01,2.76E+00
11.57407,0.345,61233973.14,2718.611613,9.59E-10,,1002240,0.345,51705574.26,2724.267822,9.32E-10,7.389950892,,1.56E+01,2.08E-01,2.82E+00
11.57407,0.35,61234164.32,2718.611611,9.50E-10,,1002240,0.35,51705749.33,2724.26782,9.24E-10,7.390035659,,1.56E+01,2.08E-01,2.74E+00
11.57407,0.355,61234336.98,2718.611609,9.43E-10,,1002240,0.355,51705914.85,2724.267819,9.16E-10,7.390115814,,1.56E+01,2.08E-01,2.82E+00
11.57407,0.36,61234507.93,2718.611608,9.35E-10,,1002240,0.36,51706071.22,2724.267818,9.09E-10,7.39019156,,1.56E+01,2.08E-01,2.74E+00
11.57407,0.365,61234661.37,2718.611608,9.28E-10,,1002240,0.365,51706218.86,2724.267817,9.03E-10,7.390263086,,1.56E+01,2.08E-01,2.73E+00
11.57407,0.37,61234813.86,2718.611607,9.21E-10,,1002240,0.37,51706358.14,2724.267817,8.96E-10,7.390330572,,1.56E+01,2.08E-01,2.68E+00
11.57407,0.375,61234949.74,2718.611607,9.15E-10,,1002240,0.375,51706489.4,2724.267817,8.90E-10,7.390394186,,1.56E+01,2.08E-01,2.69E+00
11.57407,0.38,61235085.31,2718.611607,9.09E-10,,1002240,0.38,51706612.98,2724.267817,8.85E-10,7.390454087,,1.56E+01,2.08E-01,2.67E+00
11.57407,0.385,61235205.08,2718.611607,9.04E-10,,1002240,0.385,51706729.2,2724.267817,8.79E-10,7.390510424,,1.56E+01,2.08E-01,2.71E+00
